ID,REQ_ID,SLA_FALL,PROJECT_NAME,OBJECT_NAME,SLA_FALL_DATE,ETA_FALL_DATE,PRIORITY,BUG_DETAILS,REASON_CATEGORY,FIX_DESCRIPTION,RESPONSIBLE,CREATE_DATE,FIX_DATE,INCIDENT_DATE,DATA_DOMAIN,DOMAIN_CRITICALITY,REQ_TYPE,REQ_STATUS,REQ_BEGIN_DATE,REQ_END_DATE,FIX_TIME_HOURS,WEEK_START,RISK_SCORE,I_REQ_ID,UP_REQ_ID,I_SCHEMA_NAME,COMMENTS,DEPENDENCY_COUNT,HAS_DEPENDENCY,ROOT_CAUSE_REQ_ID,ROOT_CAUSE_PROJECT_NAME,ROOT_CAUSE_OBJECT_NAME,ROOT_CAUSE_DOMAIN,ROOT_CAUSE_REASON_CATEGORY,DEPENDENCY_DEPTH,IS_CASCADE_INCIDENT,DOWNSTREAM_IMPACT_COUNT
1118,56107,0,MRKV,STAGE_MOEX_MRKV_RAW,,,Medium,Процесс загрузки MRKV временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-29 17:24:15.000000,2026-05-29 19:12:15,2026-05-29 17:24:15.000000,ЭНЕРГЕТИКА,High,,,,,1.8,2026-05-25,2,,,,,0,0,56107,MRKV,STAGE_MOEX_MRKV_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
1111,56048,0,FINM,STAGE_MOEX_FINM_RAW,,,Medium,ConnectionResetError. Сессия принудительно разорвана удаленным хостом API. Требуется рестарт таска. Target Object: [STAGE_MOEX_FINM_RAW]. Сбой локализован в дневную смену.,Инфраструктурные сбои,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-29 16:17:04.000000,2026-05-29 19:11:26,2026-05-29 16:17:04.000000,ФИНАНСЫ,High,,,,,2.91,2026-05-25,2,,,,,0,0,56048,FINM,STAGE_MOEX_FINM_RAW,ФИНАНСЫ,Ошибка в коде / логике,0,0,0
1123,56131,0,VKCO,STAGE_MOEX_VKCO_RAW,,,Low,Процесс загрузки VKCO временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 15:49:13.000000,2026-05-29 17:22:13,2026-05-29 15:49:13.000000,ИТ,Medium,,,,,1.55,2026-05-25,1,,,,,0,0,56131,VKCO,STAGE_MOEX_VKCO_RAW,ИТ,Не классифицировано,0,0,0
1109,55992,0,BANEP,STAGE_MOEX_BANEP_RAW,,,Medium,Процесс загрузки BANEP временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Гайсин К.Д.,2026-05-29 15:47:23.000000,2026-05-29 16:51:23,2026-05-29 15:47:23.000000,НЕФТЬ И ГАЗ,High,,,,,1.07,2026-05-25,2,,,,,0,0,55992,BANEP,STAGE_MOEX_BANEP_RAW,НЕФТЬ И ГАЗ,Не классифицировано,0,0,0
1115,56082,0,NKML,STAGE_MOEX_NKML_RAW,,,Low,Процесс загрузки NKML временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-29 15:45:43.000000,2026-05-29 16:45:43,2026-05-29 15:45:43.000000,МЕТАЛЛУРГИЯ,Medium,,,,,1.0,2026-05-25,1,,,,,0,0,56082,NKML,STAGE_MOEX_NKML_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
1131,56252,0,NETW,STAGE_MOEX_NETW_RAW,,,Low,Процесс загрузки NETW временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 15:34:53.000000,2026-05-29 17:21:53,2026-05-29 15:34:53.000000,ТЕЛЕКОМ,Low,,,,,1.78,2026-05-25,1,,,,,0,0,56252,NETW,STAGE_MOEX_NETW_RAW,ТЕЛЕКОМ,Не классифицировано,0,0,0
1122,56127,0,CNRU,STAGE_MOEX_CNRU_RAW,,,Low,Процесс загрузки CNRU временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 15:33:54.000000,2026-05-29 17:19:54,2026-05-29 15:33:54.000000,ИТ,Medium,,,,,1.77,2026-05-25,1,,,,,0,0,56127,CNRU,STAGE_MOEX_CNRU_RAW,ИТ,Не классифицировано,0,0,0
1128,56214,0,AKRNP,STAGE_MOEX_AKRNP_RAW,,,Low,Процесс загрузки AKRNP временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-29 15:14:27.000000,2026-05-29 16:24:27,2026-05-29 15:14:27.000000,ХИМИЯ,Low,,,,,1.17,2026-05-25,1,,,,,0,0,56214,AKRNP,STAGE_MOEX_AKRNP_RAW,ХИМИЯ,Не классифицировано,0,0,0
1119,56108,0,MRKU,STAGE_MOEX_MRKU_RAW,,,Medium,Процесс загрузки MRKU временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 15:12:46.000000,2026-05-29 16:39:46,2026-05-29 15:12:46.000000,ЭНЕРГЕТИКА,High,,,,,1.45,2026-05-25,2,,,,,0,0,56108,MRKU,STAGE_MOEX_MRKU_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
1113,56065,0,VSMO,STAGE_MOEX_VSMO_RAW,,,Low,Процесс загрузки VSMO временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 14:12:54.000000,2026-05-29 16:12:54,2026-05-29 14:12:54.000000,МЕТАЛЛУРГИЯ,Medium,,,,,2.0,2026-05-25,1,,,,,0,0,56065,VSMO,STAGE_MOEX_VSMO_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
1130,56232,0,INTR,STAGE_MOEX_INTR_RAW,,,Low,Логическая ошибка инкремента: фильтр по дате (WHERE) отсек весь массив закрытия сессии из-за сдвига часовых поясов. Target Object: [STAGE_MOEX_INTR_RAW]. Сбой локализован в дневную смену.,Ошибка в коде/логике,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Куликов Н.С.,2026-05-29 13:39:16.000000,2026-05-29 19:12:25,2026-05-29 13:39:16.000000,СТРОИТЕЛЬСТВО,Low,,,,,5.55,2026-05-25,1,,,,,0,0,56232,INTR,STAGE_MOEX_INTR_RAW,СТРОИТЕЛЬСТВО,Ошибка в коде / логике,0,0,0
1120,56113,0,TASB,STAGE_MOEX_TASB_RAW,,,Medium,Неконсистентная структура JSON источника. В ответе API отсутствует обязательный массив 'history.columns'. Target Object: [STAGE_MOEX_TASB_RAW]. Сбой локализован в дневную смену.,Ошибки в данных/источнике,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-29 13:22:08.000000,2026-05-29 19:10:27,2026-05-29 13:22:08.000000,ЭНЕРГЕТИКА,High,,,,,5.81,2026-05-25,2,,,,,0,0,56113,TASB,STAGE_MOEX_TASB_RAW,ЭНЕРГЕТИКА,Ошибка в данных / источнике,0,0,0
1124,56164,0,DELI,STAGE_MOEX_DELI_RAW,,,Low,Процесс загрузки DELI временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-29 12:48:12.000000,2026-05-29 14:06:12,2026-05-29 12:48:12.000000,ТРАНСПОРТ,Medium,,,,,1.3,2026-05-25,1,,,,,0,0,56164,DELI,STAGE_MOEX_DELI_RAW,ТРАНСПОРТ,Не классифицировано,0,0,0
1112,56058,0,MAGN,STAGE_MOEX_MAGN_RAW,,,Low,Процесс загрузки MAGN временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Гайсин К.Д.,2026-05-29 12:38:13.000000,2026-05-29 14:20:13,2026-05-29 12:38:13.000000,МЕТАЛЛУРГИЯ,Medium,,,,,1.7,2026-05-25,1,,,,,0,0,56058,MAGN,STAGE_MOEX_MAGN_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
1117,56091,0,IRAO,STAGE_MOEX_IRAO_RAW,,,Medium,Процесс загрузки IRAO временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-29 12:38:02.000000,2026-05-29 14:27:02,2026-05-29 12:38:02.000000,ЭНЕРГЕТИКА,High,,,,,1.82,2026-05-25,2,,,,,0,0,56091,IRAO,STAGE_MOEX_IRAO_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
1075,55671,1,GAZP,STAGE_MOEX_GAZP_RAW,2026-05-28 19:15:00,2026-05-28 19:33:00,High,Timeout промежуточного слоя STAGE. Превышено время ожидания ответа от сервера базы данных. Target Object: [STAGE_MOEX_GAZP_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-28 13:40:33.000000,2026-05-28 19:59:00,2026-05-28 19:15:00.000000,НЕФТЬ И ГАЗ,High,,,,,6.31,2026-05-25,3,55672.0,55671.0,STAGE_MOEX,Каскадная зависимость: Расчет витрин Лукойла требует предварительной фиксации сырых данных Газпрома от 2026-05-28.,1,1,55671,GAZP,STAGE_MOEX_GAZP_RAW,НЕФТЬ И ГАЗ,Производительность БД,0,0,0
1078,55690,1,REFT,STAGE_MOEX_REFT_RAW,2026-05-28 19:15:00,2026-05-28 19:30:00,High,Процесс загрузки REFT критически завис. Первое аномальное поведение зафиксировано в 15:44. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:39 и ручной перезапуск пайплайна.,Терпунов А.А.,2026-05-28 15:44:22.000000,2026-05-28 19:39:00,2026-05-28 19:15:00.000000,НЕФТЬ И ГАЗ,High,,,,,3.91,2026-05-25,3,,,,,0,0,55690,REFT,STAGE_MOEX_REFT_RAW,НЕФТЬ И ГАЗ,Не классифицировано,0,0,0
1079,55716,1,SPBE,STAGE_MOEX_SPBE_RAW,2026-05-28 19:15:00,2026-05-28 19:35:00,High,Процесс загрузки SPBE критически завис. Первое аномальное поведение зафиксировано в 17:16. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:45 и ручной перезапуск пайплайна.,Куликов Н.С.,2026-05-28 17:16:46.000000,2026-05-28 19:45:00,2026-05-28 19:15:00.000000,ФИНАНСЫ,High,,,,,2.47,2026-05-25,3,,,,,0,0,55716,SPBE,STAGE_MOEX_SPBE_RAW,ФИНАНСЫ,Не классифицировано,0,0,0
1086,55789,1,TGKB,STAGE_MOEX_TGKB_RAW,2026-05-28 19:15:00,2026-05-28 19:39:00,High,"Сбой схемы данных (Schema Drift). Дочерний процесс ожидает структуру таблицы, которая была изменена в апстриме. Target Object: [STAGE_MOEX_TGKB_RAW]. Нарушен регламент поставки (SLA).",Проблемы с зависимостями,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-28 11:18:26.000000,2026-05-28 19:58:00,2026-05-28 19:15:00.000000,ЭНЕРГЕТИКА,High,,,,,8.66,2026-05-25,3,,,,,0,0,55789,TGKB,STAGE_MOEX_TGKB_RAW,ЭНЕРГЕТИКА,Ошибка в данных / источнике,0,0,0
1088,55797,1,MSRS,STAGE_MOEX_MSRS_RAW,2026-05-28 19:15:00,2026-05-28 19:39:00,High,Timeout промежуточного слоя STAGE. Превышено время ожидания ответа от сервера базы данных. Target Object: [STAGE_MOEX_MSRS_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-28 11:31:43.000000,2026-05-28 19:47:00,2026-05-28 19:15:00.000000,ЭНЕРГЕТИКА,High,,,,,8.25,2026-05-25,3,,,,,0,0,55797,MSRS,STAGE_MOEX_MSRS_RAW,ЭНЕРГЕТИКА,Производительность БД,0,0,0
1093,55832,1,BCKL,STAGE_MOEX_BCKL_RAW,2026-05-28 19:15:00,2026-05-28 19:45:00,Medium,Пайплайн заблокирован: администратор вручную выставил статус PAUSED для корневого дага в Airflow. Target Object: [STAGE_MOEX_BCKL_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Гайсин К.Д.,2026-05-28 11:42:49.000000,2026-05-28 19:39:00,2026-05-28 19:15:00.000000,ИТ,Medium,,,,,7.94,2026-05-25,2,,,,,0,0,55832,BCKL,STAGE_MOEX_BCKL_RAW,ИТ,Человеческий фактор,0,0,0
1097,55878,1,DISC,STAGE_MOEX_DISC_RAW,2026-05-28 19:15:00,2026-05-28 19:44:00,Low,Ошибка валидации DWH. Обнаружено некорректное (отрицательное) значение в поле FACEVALUE пакета. Target Object: [STAGE_MOEX_DISC_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-28 16:26:43.000000,2026-05-28 19:44:00,2026-05-28 19:15:00.000000,РИТЕЙЛ,Low,,,,,3.29,2026-05-25,1,,,,,0,0,55878,DISC,STAGE_MOEX_DISC_RAW,РИТЕЙЛ,Ошибка в данных / источнике,0,0,0
1101,55905,1,META,STAGE_MOEX_META_RAW,2026-05-28 19:15:00,2026-05-28 19:42:00,Low,Тестовый конфиг ошибочно залит в прод-репозиторий при ручном комите. Пути к сырым данным ведут на staging-сервер. Target Object: [STAGE_MOEX_META_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Гайсин К.Д.,2026-05-28 16:43:11.000000,2026-05-28 20:06:00,2026-05-28 19:15:00.000000,ХИМИЯ,Low,,,,,3.38,2026-05-25,1,,,,,0,0,55905,META,STAGE_MOEX_META_RAW,ХИМИЯ,Ошибка в данных / источнике,0,0,0
1106,55957,1,RASPP,STAGE_MOEX_RASPP_RAW,2026-05-28 19:15:00,2026-05-28 19:35:00,Low,Data Lineage Error. Нарушена ссылочная целостность: EMITTER_ID отсутствует в системном справочнике. Target Object: [STAGE_MOEX_RASPP_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-28 16:42:10.000000,2026-05-28 19:56:00,2026-05-28 19:15:00.000000,МАЙНИНГ,Low,,,,,3.23,2026-05-25,1,,,,,0,0,55957,RASPP,STAGE_MOEX_RASPP_RAW,МАЙНИНГ,Проблемы с зависимостями,0,0,0
1087,55794,0,MRKZ,STAGE_MOEX_MRKZ_RAW,,,Medium,Процесс загрузки MRKZ временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-28 17:46:01.000000,2026-05-28 18:55:01,2026-05-28 17:46:01.000000,ЭНЕРГЕТИКА,High,,,,,1.15,2026-05-25,2,,,,,0,0,55794,MRKZ,STAGE_MOEX_MRKZ_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
1080,55740,0,CCBM,STAGE_MOEX_CCBM_RAW,,,Medium,Процесс загрузки CCBM временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-28 17:12:51.000000,2026-05-28 18:54:51,2026-05-28 17:12:51.000000,ФИНАНСЫ,High,,,,,1.7,2026-05-25,2,,,,,0,0,55740,CCBM,STAGE_MOEX_CCBM_RAW,ФИНАНСЫ,Не классифицировано,0,0,0
1084,55772,0,UZMZ,STAGE_MOEX_UZMZ_RAW,,,Low,HTTP 429 Too Many Requests. Превышен лимит параллельных запросов к шлюзу Мосбиржи под текущим токеном. Target Object: [STAGE_MOEX_UZMZ_RAW]. Сбой локализован в дневную смену.,Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-28 16:48:21.000000,2026-05-28 19:09:35,2026-05-28 16:48:21.000000,МЕТАЛЛУРГИЯ,Medium,,,,,2.35,2026-05-25,1,,,,,0,0,55772,UZMZ,STAGE_MOEX_UZMZ_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
1095,55876,0,VART,STAGE_MOEX_VART_RAW,,,Low,Индекс базы данных неактивен или поврежден. Время выполнения тяжелого аналитического запроса превысило лимит. Target Object: [STAGE_MOEX_VART_RAW]. Сбой локализован в дневную смену.,Другое,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Гайсин К.Д.,2026-05-28 16:16:45.000000,2026-05-28 19:06:00,2026-05-28 16:16:45.000000,РИТЕЙЛ,Low,,,,,2.82,2026-05-25,1,,,,,0,0,55876,VART,STAGE_MOEX_VART_RAW,РИТЕЙЛ,Ошибка в данных / источнике,0,0,0
1092,55827,0,ERTC,STAGE_MOEX_ERTC_RAW,,,Low,Процесс загрузки ERTC временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-28 15:50:04.000000,2026-05-28 17:02:04,2026-05-28 15:50:04.000000,ИТ,Medium,,,,,1.2,2026-05-25,1,,,,,0,0,55827,ERTC,STAGE_MOEX_ERTC_RAW,ИТ,Не классифицировано,0,0,0
1085,55781,0,FEES,STAGE_MOEX_FEES_RAW,,,Medium,Процесс загрузки FEES временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-28 15:46:17.000000,2026-05-28 16:53:17,2026-05-28 15:46:17.000000,ЭНЕРГЕТИКА,High,,,,,1.12,2026-05-25,2,,,,,0,0,55781,FEES,STAGE_MOEX_FEES_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
1098,55892,0,AKRN,STAGE_MOEX_AKRN_RAW,,,Low,Критическое падение IOPS на дисковом массиве базы данных. СУБД не успевает сбрасывать логи транзакций на диск. Target Object: [STAGE_MOEX_AKRN_RAW]. Сбой локализован в дневную смену.,Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-28 15:45:51.000000,2026-05-28 19:09:08,2026-05-28 15:45:51.000000,ХИМИЯ,Low,,,,,3.39,2026-05-25,1,,,,,0,0,55892,AKRN,STAGE_MOEX_AKRN_RAW,ХИМИЯ,Производительность БД,0,0,0
