ID,REQ_STATUS,REQ_BEGIN_DATE,REQ_END_DATE,BUG_ID,SLA_FALL,PROJECT_NAME,OBJECT_NAME,SLA_FALL_DATE,PRIORITY,BUG_DETAILS,FIX_DESCRIPTION,RESPONSIBLE,CREATE_DATE,FIX_DATE,DATA_DOMAIN,FIX_TIME_HOURS,WEEK_START,DOMAIN_CRITICALITY
6013,SUCCESS,2026-05-29 19:00:55.173112,2026-05-29 19:05:27,,,UFAH,STAGE_MOEX_UFAH_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6270,SUCCESS,2026-05-29 19:00:55.133689,2026-05-29 19:08:13,,,MTLR,STAGE_MOEX_MTLR_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6011,SUCCESS,2026-05-29 19:00:55.118037,2026-05-29 19:05:39,,,GAZMS,STAGE_MOEX_GAZMS_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6099,SUCCESS,2026-05-29 19:00:54.964100,2026-05-29 19:02:12,,,TGKN,STAGE_MOEX_TGKN_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6290,SUCCESS,2026-05-29 19:00:54.380029,2026-05-29 19:05:14,,,SEED,STAGE_MOEX_SEED_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
6200,SUCCESS,2026-05-29 19:00:54.213917,2026-05-29 19:04:48,,,HMRG,STAGE_MOEX_HMRG_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6147,SUCCESS,2026-05-29 19:00:54.095462,2026-05-29 19:02:42,,,BCKL,STAGE_MOEX_BCKL_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6004,SUCCESS,2026-05-29 19:00:54.032108,2026-05-29 19:08:21,,,KMZN,STAGE_MOEX_KMZN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6108,SUCCESS,2026-05-29 19:00:53.879003,2026-05-29 19:05:25,,,MRKU,STAGE_MOEX_MRKU_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6282,SUCCESS,2026-05-29 19:00:53.861458,2026-05-29 19:05:45,,,SFIN,STAGE_MOEX_SFIN_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
6090,SUCCESS,2026-05-29 19:00:53.833067,2026-05-29 19:02:36,,,MCHM,STAGE_MOEX_MCHM_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6229,SUCCESS,2026-05-29 19:00:53.365310,2026-05-29 19:02:31,,,PIKKP,STAGE_MOEX_PIKKP_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
6220,SUCCESS,2026-05-29 19:00:53.227700,2026-05-29 19:08:00,,,META,STAGE_MOEX_META_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6223,SUCCESS,2026-05-29 19:00:53.044565,2026-05-29 19:10:44,,,AZOT,STAGE_MOEX_AZOT_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6280,SUCCESS,2026-05-29 19:00:52.524868,2026-05-29 19:09:05,,,ZAMN,STAGE_MOEX_ZAMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6056,SUCCESS,2026-05-29 19:00:52.429181,2026-05-29 19:05:35,,,CHMF,STAGE_MOEX_CHMF_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6204,SUCCESS,2026-05-29 19:00:52.223553,2026-05-29 19:09:55,,,DSKY,STAGE_MOEX_DSKY_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6128,SUCCESS,2026-05-29 19:00:51.599959,2026-05-29 19:02:14,,,YNDX,STAGE_MOEX_YNDX_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6268,SUCCESS,2026-05-29 19:00:51.456360,2026-05-29 19:05:43,,,DENT,STAGE_MOEX_DENT_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
6191,SUCCESS,2026-05-29 19:00:51.371007,2026-05-29 19:09:06,,,VART,STAGE_MOEX_VART_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6018,SUCCESS,2026-05-29 19:00:51.286754,2026-05-29 19:10:27,,,SRENG,STAGE_MOEX_SRENG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6049,SUCCESS,2026-05-29 19:00:51.190046,2026-05-29 19:07:16,,,STLN,STAGE_MOEX_STLN_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6024,SUCCESS,2026-05-29 19:00:51.083331,2026-05-29 19:07:28,,,MOEX,STAGE_MOEX_MOEX_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6041,SUCCESS,2026-05-29 19:00:50.917246,2026-05-29 19:02:37,,,MBNK,STAGE_MOEX_MBNK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6195,SUCCESS,2026-05-29 19:00:50.759193,2026-05-29 19:07:02,,,ORAL,STAGE_MOEX_ORAL_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6150,SUCCESS,2026-05-29 19:00:50.483607,2026-05-29 19:05:46,,,MIND,STAGE_MOEX_MIND_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6221,SUCCESS,2026-05-29 19:00:50.287399,2026-05-29 19:03:44,,,ORCH,STAGE_MOEX_ORCH_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
5987,SUCCESS,2026-05-29 19:00:50.166606,2026-05-29 19:02:48,,,LKOH,STAGE_MOEX_LKOH_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6157,SUCCESS,2026-05-29 19:00:49.806138,2026-05-29 19:10:56,,,FLOT,STAGE_MOEX_FLOT_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6076,SUCCESS,2026-05-29 19:00:49.703084,2026-05-29 19:10:58,,,UMTL,STAGE_MOEX_UMTL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6194,SUCCESS,2026-05-29 19:00:49.606494,2026-05-29 19:03:12,,,ECOM,STAGE_MOEX_ECOM_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6075,SUCCESS,2026-05-29 19:00:49.316642,2026-05-29 19:09:13,,,KMTL,STAGE_MOEX_KMTL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6213,SUCCESS,2026-05-29 19:00:49.241195,2026-05-29 19:05:12,,,KAZMP,STAGE_MOEX_KAZMP_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6162,SUCCESS,2026-05-29 19:00:48.514685,2026-05-29 19:05:45,,,NKHP,STAGE_MOEX_NKHP_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5995,SUCCESS,2026-05-29 19:00:48.460841,2026-05-29 19:02:12,,,BANE,STAGE_MOEX_BANE_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6141,SUCCESS,2026-05-29 19:00:48.419892,2026-05-29 19:05:58,,,KASP,STAGE_MOEX_KASP_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6077,SUCCESS,2026-05-29 19:00:48.352826,2026-05-29 19:04:15,,,AMTL,STAGE_MOEX_AMTL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6181,SUCCESS,2026-05-29 19:00:47.958404,2026-05-29 19:03:42,,,LENT,STAGE_MOEX_LENT_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6051,SUCCESS,2026-05-29 19:00:47.788081,2026-05-29 19:09:53,,,MTRK,STAGE_MOEX_MTRK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6046,SUCCESS,2026-05-29 19:00:47.496879,2026-05-29 19:09:02,,,SPBFP,STAGE_MOEX_SPBFP_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6102,SUCCESS,2026-05-29 19:00:47.407833,2026-05-29 19:06:22,,,KUBE,STAGE_MOEX_KUBE_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6293,SUCCESS,2026-05-29 19:00:47.216029,2026-05-29 19:06:14,,,ALRSP,STAGE_MOEX_ALRSP_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
6029,SUCCESS,2026-05-29 19:00:47.023210,2026-05-29 19:07:21,,,WUSH,STAGE_MOEX_WUSH_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6081,SUCCESS,2026-05-29 19:00:46.808341,2026-05-29 19:10:53,,,CHZN,STAGE_MOEX_CHZN_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6039,SUCCESS,2026-05-29 19:00:46.803159,2026-05-29 19:09:47,,,ZABK,STAGE_MOEX_ZABK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6138,SUCCESS,2026-05-29 19:00:46.645543,2026-05-29 19:03:56,,,CLOD,STAGE_MOEX_CLOD_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6296,SUCCESS,2026-05-29 19:00:46.556461,2026-05-29 19:10:32,,,NKSH,STAGE_MOEX_NKSH_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
6070,SUCCESS,2026-05-29 19:00:46.067894,2026-05-29 19:10:55,,,PLZLP,STAGE_MOEX_PLZLP_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6209,SUCCESS,2026-05-29 19:00:46.034419,2026-05-29 19:05:58,,,KZOS,STAGE_MOEX_KZOS_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6155,SUCCESS,2026-05-29 19:00:46.024018,2026-05-29 19:09:13,,,LOGI,STAGE_MOEX_LOGI_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6113,SUCCESS,2026-05-29 19:00:45.928352,2026-05-29 19:02:00,,,TASB,STAGE_MOEX_TASB_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5991,SUCCESS,2026-05-29 19:00:45.901422,2026-05-29 19:09:09,,,SNGS,STAGE_MOEX_SNGS_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6255,SUCCESS,2026-05-29 19:00:45.745650,2026-05-29 19:03:00,,,WRLS,STAGE_MOEX_WRLS_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
6185,SUCCESS,2026-05-29 19:00:45.527128,2026-05-29 19:03:40,,,MVID,STAGE_MOEX_MVID_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6025,SUCCESS,2026-05-29 19:00:45.326742,2026-05-29 19:05:44,,,SBER,STAGE_MOEX_SBER_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6019,SUCCESS,2026-05-29 19:00:45.278657,2026-05-29 19:03:25,,,OCNG,STAGE_MOEX_OCNG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6126,SUCCESS,2026-05-29 19:00:45.152535,2026-05-29 19:09:12,,,HEAD,STAGE_MOEX_HEAD_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6284,SUCCESS,2026-05-29 19:00:45.142883,2026-05-29 19:08:08,,,SFINP,STAGE_MOEX_SFINP_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
6262,SUCCESS,2026-05-29 19:00:44.916319,2026-05-29 19:06:02,,,MEDC,STAGE_MOEX_MEDC_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
6258,SUCCESS,2026-05-29 19:00:44.671796,2026-05-29 19:03:17,,,MDMGP,STAGE_MOEX_MDMGP_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
6265,SUCCESS,2026-05-29 19:00:43.944978,2026-05-29 19:10:05,,,PHAR,STAGE_MOEX_PHAR_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
6095,SUCCESS,2026-05-29 19:00:43.905426,2026-05-29 19:06:51,,,UPRO,STAGE_MOEX_UPRO_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6233,SUCCESS,2026-05-29 19:00:43.798066,2026-05-29 19:10:18,,,ETLN,STAGE_MOEX_ETLN_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
6149,SUCCESS,2026-05-29 19:00:43.778992,2026-05-29 19:04:22,,,TEHN,STAGE_MOEX_TEHN_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6092,SUCCESS,2026-05-29 19:00:43.729016,2026-05-29 19:08:31,,,MSNG,STAGE_MOEX_MSNG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6058,SUCCESS,2026-05-29 19:00:43.716718,2026-05-29 19:02:03,,,MAGN,STAGE_MOEX_MAGN_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6034,SUCCESS,2026-05-29 19:00:43.285937,2026-05-29 19:07:17,,,CARM,STAGE_MOEX_CARM_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6212,SUCCESS,2026-05-29 19:00:42.765318,2026-05-29 19:04:55,,,NKNCP,STAGE_MOEX_NKNCP_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6145,SUCCESS,2026-05-29 19:00:42.684634,2026-05-29 19:07:12,,,FIND,STAGE_MOEX_FIND_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6048,SUCCESS,2026-05-29 19:00:42.604400,2026-05-29 19:07:56,,,FINM,STAGE_MOEX_FINM_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6122,SUCCESS,2026-05-29 19:00:42.404375,2026-05-29 19:10:01,,,WTGC,STAGE_MOEX_WTGC_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6125,SUCCESS,2026-05-29 19:00:42.164985,2026-05-29 19:08:18,,,DVEC,STAGE_MOEX_DVEC_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6193,SUCCESS,2026-05-29 19:00:41.847689,2026-05-29 19:03:38,,,DISC,STAGE_MOEX_DISC_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6232,SUCCESS,2026-05-29 19:00:41.464584,2026-05-29 19:08:11,,,INTR,STAGE_MOEX_INTR_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
6105,SUCCESS,2026-05-29 19:00:41.155698,2026-05-29 19:06:29,,,TGKC,STAGE_MOEX_TGKC_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6159,SUCCESS,2026-05-29 19:00:40.985079,2026-05-29 19:06:05,,,GLTR,STAGE_MOEX_GLTR_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6063,SUCCESS,2026-05-29 19:00:40.888991,2026-05-29 19:05:20,,,RUAL,STAGE_MOEX_RUAL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6243,SUCCESS,2026-05-29 19:00:40.824286,2026-05-29 19:08:30,,,RTKMP,STAGE_MOEX_RTKMP_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
6042,SUCCESS,2026-05-29 19:00:40.472888,2026-05-29 19:02:50,,,EBNK,STAGE_MOEX_EBNK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6251,SUCCESS,2026-05-29 19:00:40.377466,2026-05-29 19:05:21,,,TELC,STAGE_MOEX_TELC_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
6173,SUCCESS,2026-05-29 19:00:40.173434,2026-05-29 19:06:59,,,PTRA,STAGE_MOEX_PTRA_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6289,SUCCESS,2026-05-29 19:00:39.891503,2026-05-29 19:09:06,,,EQTY,STAGE_MOEX_EQTY_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
6292,SUCCESS,2026-05-29 19:00:39.490107,2026-05-29 19:02:05,,,SVH,STAGE_MOEX_SVH_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
5996,SUCCESS,2026-05-29 19:00:39.397531,2026-05-29 19:05:03,,,RNFT,STAGE_MOEX_RNFT_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6143,SUCCESS,2026-05-29 19:00:39.353178,2026-05-29 19:06:00,,,ELMT,STAGE_MOEX_ELMT_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6294,SUCCESS,2026-05-29 19:00:38.520444,2026-05-29 19:07:47,,,MISC,STAGE_MOEX_MISC_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
6287,SUCCESS,2026-05-29 19:00:38.400504,2026-05-29 19:06:22,,,ASST,STAGE_MOEX_ASST_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
6172,SUCCESS,2026-05-29 19:00:37.868953,2026-05-29 19:08:17,,,KTRA,STAGE_MOEX_KTRA_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6227,SUCCESS,2026-05-29 19:00:37.713141,2026-05-29 19:07:53,,,LSRG,STAGE_MOEX_LSRG_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
6189,SUCCESS,2026-05-29 19:00:37.355190,2026-05-29 19:09:12,,,MGNTP,STAGE_MOEX_MGNTP_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6098,SUCCESS,2026-05-29 19:00:37.284632,2026-05-29 19:09:30,,,OGKB,STAGE_MOEX_OGKB_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6197,SUCCESS,2026-05-29 19:00:37.233424,2026-05-29 19:08:34,,,FSHN,STAGE_MOEX_FSHN_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6083,SUCCESS,2026-05-29 19:00:37.063336,2026-05-29 19:08:42,,,VTML,STAGE_MOEX_VTML_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6203,SUCCESS,2026-05-29 19:00:36.913869,2026-05-29 19:06:02,,,KIDZ,STAGE_MOEX_KIDZ_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
6163,SUCCESS,2026-05-29 19:00:36.875971,2026-05-29 19:06:16,,,GTRK,STAGE_MOEX_GTRK_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6008,SUCCESS,2026-05-29 19:00:36.516830,2026-05-29 19:04:09,,,ASTN,STAGE_MOEX_ASTN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6012,SUCCESS,2026-05-29 19:00:36.441272,2026-05-29 19:02:13,,,LKOHP,STAGE_MOEX_LKOHP_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6079,SUCCESS,2026-05-29 19:00:35.930460,2026-05-29 19:03:40,,,GZML,STAGE_MOEX_GZML_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6225,SUCCESS,2026-05-29 19:00:35.881621,2026-05-29 19:05:17,,,SODA,STAGE_MOEX_SODA_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6275,SUCCESS,2026-05-29 19:00:35.026468,2026-05-29 19:07:02,,,ALMN,STAGE_MOEX_ALMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6117,SUCCESS,2026-05-29 19:00:34.930335,2026-05-29 19:10:13,,,LSNG,STAGE_MOEX_LSNG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6279,SUCCESS,2026-05-29 19:00:34.572503,2026-05-29 19:09:19,,,SBMN,STAGE_MOEX_SBMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6137,SUCCESS,2026-05-29 19:00:34.449379,2026-05-29 19:05:09,,,SFTC,STAGE_MOEX_SFTC_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6130,SUCCESS,2026-05-29 19:00:33.904405,2026-05-29 19:05:43,,,POSI,STAGE_MOEX_POSI_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6045,SUCCESS,2026-05-29 19:00:33.658888,2026-05-29 19:06:35,,,VTBRP,STAGE_MOEX_VTBRP_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6006,SUCCESS,2026-05-29 19:00:33.578876,2026-05-29 19:05:39,,,TOMG,STAGE_MOEX_TOMG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6139,SUCCESS,2026-05-29 19:00:33.351219,2026-05-29 19:04:19,,,DATA,STAGE_MOEX_DATA_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6088,SUCCESS,2026-05-29 19:00:32.788334,2026-05-29 19:08:58,,,SKMZ,STAGE_MOEX_SKMZ_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
6271,SUCCESS,2026-05-29 19:00:32.548068,2026-05-29 19:10:09,,,MTLRP,STAGE_MOEX_MTLRP_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6146,SUCCESS,2026-05-29 19:00:32.514431,2026-05-29 19:05:02,,,AI_T,STAGE_MOEX_AI_T_RAW,,,,,,,,ИТ,,2026-05-25,Medium
6091,SUCCESS,2026-05-29 19:00:32.245973,2026-05-29 19:06:32,,,IRAO,STAGE_MOEX_IRAO_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
6023,SUCCESS,2026-05-29 19:00:32.108463,2026-05-29 19:03:47,,,DOMRF,STAGE_MOEX_DOMRF_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6170,SUCCESS,2026-05-29 19:00:32.042547,2026-05-29 19:08:10,,,AMTP,STAGE_MOEX_AMTP_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
6053,SUCCESS,2026-05-29 19:00:32.008128,2026-05-29 19:02:07,,,PRMB,STAGE_MOEX_PRMB_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
6224,SUCCESS,2026-05-29 19:00:31.951096,2026-05-29 19:03:16,,,KOKS,STAGE_MOEX_KOKS_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
6272,SUCCESS,2026-05-29 19:00:31.863989,2026-05-29 19:04:20,,,RASPP,STAGE_MOEX_RASPP_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
6245,SUCCESS,2026-05-29 19:00:31.861426,2026-05-29 19:06:02,,,CNTLP,STAGE_MOEX_CNTLP_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5990,SUCCESS,2026-05-29 19:00:31.475824,2026-05-29 19:07:48,,,ROSN,STAGE_MOEX_ROSN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
6005,SUCCESS,2026-05-29 19:00:31.307392,2026-05-29 19:06:56,,,REFT,STAGE_MOEX_REFT_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5989,SUCCESS,2026-05-29 19:00:30.807347,2026-05-29 19:08:22,,,TATN,STAGE_MOEX_TATN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
